doc_id,phrase_original_in_doc,phrase_canonical,is_outlier_topic,topic_id,topic_label,concept_id
27,디지털,디지털,False,4,컴퓨터,BT0005
27,컴퓨팅,컴퓨팅,False,4,컴퓨터,BT0005
28,테스트,테스트,False,11,테스트,BT0012
28,테스트 코드,테스트 코드,False,11,테스트,BT0012
29,단백질,단백질,False,14,단백질,BT0015
30,단섬유,단섬유,False,8,케이블,BT0009
32,레이저,레이저,False,9,레이저,BT0010
33,스트림,스트림,False,1,조성물,BT0002
33,인코딩,인코딩,False,3,메모리,BT0004
33,파라미터,파라미터,False,1,조성물,BT0002
33,이미지,이미지,False,7,이미지,BT0008
35,컴퓨터 프로그램,컴퓨터 프로그램,False,4,컴퓨터,BT0005
35,카운터,카운터,False,1,조성물,BT0002
35,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
35,모니터링,모니터링,False,18,모니터링,BT0019
35,이벤트,이벤트,False,1,조성물,BT0002
37,알루미늄,알루미늄,False,10,리튬,BT0011
37,자외선,자외선,False,9,레이저,BT0010
37,산화물,산화물,False,10,리튬,BT0011
38,열처리,열처리,False,0,에너지,BT0001
38,반도체 장치,반도체 장치,False,5,반도체,BT0006
38,반도체,반도체,False,5,반도체,BT0006
39,컴퓨팅,컴퓨팅,False,4,컴퓨터,BT0005
40,알루미늄,알루미늄,False,10,리튬,BT0011
40,반도체 장치,반도체 장치,False,5,반도체,BT0006
40,산화물,산화물,False,10,리튬,BT0011
40,반도체,반도체,False,5,반도체,BT0006
40,실리콘,실리콘,False,5,반도체,BT0006
41,테스트,테스트,False,11,테스트,BT0012
41,애플리케이션,애플리케이션,False,4,컴퓨터,BT0005
41,텍스트,텍스트,False,1,조성물,BT0002
41,테스트 코드,테스트 코드,False,11,테스트,BT0012
42,플레이트,플레이트,False,1,조성물,BT0002
42,프로세스,프로세스,False,1,조성물,BT0002
42,레티클 컨테이너,레티클 컨테이너,False,1,조성물,BT0002
42,레티클,레티클,False,1,조성물,BT0002
43,플라즈마,플라즈마,False,1,조성물,BT0002
44,케이블,케이블,False,8,케이블,BT0009
45,방사선,방사선,False,9,레이저,BT0010
45,조성물,조성물,False,1,조성물,BT0002
46,디지털 트윈,디지털 트윈,False,4,컴퓨터,BT0005
46,디지털,디지털,False,4,컴퓨터,BT0005
52,화학식,화학식,False,10,리튬,BT0011
53,접착제,접착제,False,2,접착제,BT0003
53,자동차,자동차,False,26,자동차,BT0027
53,디스플레이,디스플레이,False,1,조성물,BT0002
53,아크릴,아크릴,False,1,조성물,BT0002
53,조성물,조성물,False,1,조성물,BT0002
53,실리콘,실리콘,False,5,반도체,BT0006
54,탄소,탄소,False,23,탄소,BT0024
54,리튬,리튬,False,10,리튬,BT0011
54,배터리,배터리,False,16,배터리,BT0017
56,라이트,라이트,False,1,조성물,BT0002
59,음극,음극,False,1,조성물,BT0002
59,조성물,조성물,False,1,조성물,BT0002
59,폴리머,폴리머,False,2,접착제,BT0003
60,프로세서,프로세서,False,1,조성물,BT0002
60,메모리,메모리,False,3,메모리,BT0004
60,포인트,포인트,False,1,조성물,BT0002
60,플라스틱,플라스틱,False,2,접착제,BT0003
61,텍스트,텍스트,False,1,조성물,BT0002
61,반도체,반도체,False,5,반도체,BT0006
63,캐비닛,캐비닛,False,1,조성물,BT0002
63,가전제품,가전제품,False,1,조성물,BT0002
64,탄소,탄소,False,23,탄소,BT0024
64,에너지,에너지,False,0,에너지,BT0001
66,테스트,테스트,False,11,테스트,BT0012
67,알루미늄,알루미늄,False,10,리튬,BT0011
67,트랜지스터,트랜지스터,False,5,반도체,BT0006
67,반도체 장치,반도체 장치,False,5,반도체,BT0006
67,산화물,산화물,False,10,리튬,BT0011
67,반도체,반도체,False,5,반도체,BT0006
68,조성물,조성물,False,1,조성물,BT0002
69,케이블,케이블,False,8,케이블,BT0009
70,바이러스,바이러스,False,12,바이러스,BT0013
70,조성물,조성물,False,1,조성물,BT0002
71,사용자 단말,사용자 단말,False,1,조성물,BT0002
71,업데이트,업데이트,False,1,조성물,BT0002
75,메모리,메모리,False,3,메모리,BT0004
76,모니터링 시스템,모니터링 시스템,False,18,모니터링,BT0019
76,카메라,카메라,False,7,이미지,BT0008
76,파라미터,파라미터,False,1,조성물,BT0002
76,모니터링,모니터링,False,18,모니터링,BT0019
76,이벤트,이벤트,False,1,조성물,BT0002
78,이미지,이미지,False,7,이미지,BT0008
78,프로세서,프로세서,False,1,조성물,BT0002
78,메모리,메모리,False,3,메모리,BT0004
79,게이트,게이트,False,1,조성물,BT0002
79,트랜지스터,트랜지스터,False,5,반도체,BT0006
79,반도체,반도체,False,5,반도체,BT0006
81,이미지,이미지,False,7,이미지,BT0008
82,디스플레이,디스플레이,False,1,조성물,BT0002
82,텍스트,텍스트,False,1,조성물,BT0002
83,아크릴,아크릴,False,1,조성물,BT0002
83,중합체,중합체,False,1,조성물,BT0002
83,반도체,반도체,False,5,반도체,BT0006
83,조성물,조성물,False,1,조성물,BT0002
83,포토레지스트 조성물,포토레지스트 조성물,False,22,포토레지스트 조성물,BT0023
83,포토레지스트,포토레지스트,False,1,조성물,BT0002
84,스마트,스마트,False,1,조성물,BT0002
85,컴퓨터 프로그램,컴퓨터 프로그램,False,4,컴퓨터,BT0005
85,포인트,포인트,False,1,조성물,BT0002
85,컴퓨터 판독,컴퓨터 판독,False,4,컴퓨터,BT0005
85,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
85,파라미터,파라미터,False,1,조성물,BT0002
86,정전기 방전,정전기 방전,False,1,조성물,BT0002
86,레티클 컨테이너,레티클 컨테이너,False,1,조성물,BT0002
86,탄소,탄소,False,23,탄소,BT0024
86,레티클,레티클,False,1,조성물,BT0002
87,반도체 디바이스,반도체 디바이스,False,5,반도체,BT0006
87,이미지,이미지,False,7,이미지,BT0008
87,인서트,인서트,False,1,조성물,BT0002
87,반도체,반도체,False,5,반도체,BT0006
88,트레이,트레이,False,1,조성물,BT0002
88,테스트,테스트,False,11,테스트,BT0012
88,인서트,인서트,False,1,조성물,BT0002
88,반도체,반도체,False,5,반도체,BT0006
89,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
89,프로세스,프로세스,False,1,조성물,BT0002
89,파라미터,파라미터,False,1,조성물,BT0002
89,이미지,이미지,False,7,이미지,BT0008
90,어셈블리,어셈블리,False,1,조성물,BT0002
91,게이트,게이트,False,1,조성물,BT0002
91,트랜지스터,트랜지스터,False,5,반도체,BT0006
92,세라믹,세라믹,False,1,조성물,BT0002
93,리튬,리튬,False,10,리튬,BT0011
93,양극,양극,False,1,조성물,BT0002
94,주파수,주파수,False,1,조성물,BT0002
96,아크릴,아크릴,False,1,조성물,BT0002
96,탄소,탄소,False,23,탄소,BT0024
96,조성물,조성물,False,1,조성물,BT0002
96,실리콘,실리콘,False,5,반도체,BT0006
97,레이저,레이저,False,9,레이저,BT0010
97,방사선,방사선,False,9,레이저,BT0010
98,인서트,인서트,False,1,조성물,BT0002
99,배터리,배터리,False,16,배터리,BT0017
101,텍스트,텍스트,False,1,조성물,BT0002
101,데이터 유닛,데이터 유닛,False,15,데이터 유닛,BT0016
101,업데이트,업데이트,False,1,조성물,BT0002
102,조성물,조성물,False,1,조성물,BT0002
104,업데이트,업데이트,False,1,조성물,BT0002
104,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
104,디지털,디지털,False,4,컴퓨터,BT0005
104,컴퓨터 구현,컴퓨터 구현,False,4,컴퓨터,BT0005
105,조성물,조성물,False,1,조성물,BT0002
106,에어로,에어로,False,1,조성물,BT0002
106,억제제,억제제,False,1,조성물,BT0002
106,조성물,조성물,False,1,조성물,BT0002
107,컴퓨터 프로그램,컴퓨터 프로그램,False,4,컴퓨터,BT0005
107,애플리케이션,애플리케이션,False,4,컴퓨터,BT0005
107,프로그램 제품,프로그램 제품,False,4,컴퓨터,BT0005
107,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
107,프로세서,프로세서,False,1,조성물,BT0002
109,메모리,메모리,False,3,메모리,BT0004
109,인코딩,인코딩,False,3,메모리,BT0004
110,비디오,비디오,False,7,이미지,BT0008
110,인코딩,인코딩,False,3,메모리,BT0004
111,방사선,방사선,False,9,레이저,BT0010
112,포인트,포인트,False,1,조성물,BT0002
112,억제제,억제제,False,1,조성물,BT0002
112,조성물,조성물,False,1,조성물,BT0002
113,와이어,와이어,False,1,조성물,BT0002
115,와이어,와이어,False,1,조성물,BT0002
116,접착제,접착제,False,2,접착제,BT0003
117,조성물,조성물,False,1,조성물,BT0002
119,윤활유,윤활유,False,1,조성물,BT0002
119,화학식,화학식,False,10,리튬,BT0011
119,탄소,탄소,False,23,탄소,BT0024
119,윤활유 조성물,윤활유 조성물,False,1,조성물,BT0002
119,조성물,조성물,False,1,조성물,BT0002
119,윤활유 조성,윤활유 조성,False,1,조성물,BT0002
120,PDCCH,PDCCH,False,17,PDCCH,BT0018
121,전해질,전해질,False,1,조성물,BT0002
123,단백질,단백질,False,14,단백질,BT0015
124,인서트,인서트,False,1,조성물,BT0002
125,에어로,에어로,False,1,조성물,BT0002
126,주파수,주파수,False,1,조성물,BT0002
126,이미지,이미지,False,7,이미지,BT0008
126,인코딩,인코딩,False,3,메모리,BT0004
127,메탄올,메탄올,False,19,메탄올,BT0020
127,조성물,조성물,False,1,조성물,BT0002
128,메모리,메모리,False,3,메모리,BT0004
128,컴퓨팅,컴퓨팅,False,4,컴퓨터,BT0005
129,커넥터,커넥터,False,8,케이블,BT0009
130,접착제,접착제,False,2,접착제,BT0003
130,혼합물,혼합물,False,1,조성물,BT0002
130,실리콘,실리콘,False,5,반도체,BT0006
131,주파수,주파수,False,1,조성물,BT0002
132,유전자,유전자,False,21,유전자,BT0022
132,단백질,단백질,False,14,단백질,BT0015
132,마이오,마이오,False,1,조성물,BT0002
133,플라즈마,플라즈마,False,1,조성물,BT0002
133,레이저,레이저,False,9,레이저,BT0010
134,포인트,포인트,False,1,조성물,BT0002
134,카메라,카메라,False,7,이미지,BT0008
134,레이저,레이저,False,9,레이저,BT0010
134,이미지,이미지,False,7,이미지,BT0008
135,자동차,자동차,False,26,자동차,BT0027
136,이미지,이미지,False,7,이미지,BT0008
136,에너지,에너지,False,0,에너지,BT0001
137,스트림,스트림,False,1,조성물,BT0002
137,프로세서,프로세서,False,1,조성물,BT0002
137,플라즈마,플라즈마,False,1,조성물,BT0002
137,드라이버,드라이버,False,26,자동차,BT0027
138,조성물,조성물,False,1,조성물,BT0002
139,오디오,오디오,False,27,오디오,BT0028
140,전해질,전해질,False,1,조성물,BT0002
140,배터리,배터리,False,16,배터리,BT0017
141,프로세스,프로세스,False,1,조성물,BT0002
141,리튬,리튬,False,10,리튬,BT0011
141,스트림,스트림,False,1,조성물,BT0002
142,드라이버,드라이버,False,26,자동차,BT0027
143,카운터,카운터,False,1,조성물,BT0002
144,모니터링,모니터링,False,18,모니터링,BT0019
144,이벤트,이벤트,False,1,조성물,BT0002
145,스트림,스트림,False,1,조성물,BT0002
145,오디오,오디오,False,27,오디오,BT0028
145,인코딩,인코딩,False,3,메모리,BT0004
147,조성물,조성물,False,1,조성물,BT0002
149,실리콘,실리콘,False,5,반도체,BT0006
151,플라스틱,플라스틱,False,2,접착제,BT0003
152,접착제,접착제,False,2,접착제,BT0003
152,전자파 차폐,전자파 차폐,False,27,오디오,BT0028
153,애플리케이션,애플리케이션,False,4,컴퓨터,BT0005
154,방향족,방향족,False,1,조성물,BT0002
154,조성물,조성물,False,1,조성물,BT0002
155,접착제,접착제,False,2,접착제,BT0003
155,촉매,촉매,False,1,조성물,BT0002
155,아크릴,아크릴,False,1,조성물,BT0002
155,조성물,조성물,False,1,조성물,BT0002
156,탄소,탄소,False,23,탄소,BT0024
156,조성물,조성물,False,1,조성물,BT0002
156,폴리머,폴리머,False,2,접착제,BT0003
156,반도체 장치,반도체 장치,False,5,반도체,BT0006
156,반도체,반도체,False,5,반도체,BT0006
157,디지털 변환,디지털 변환,False,4,컴퓨터,BT0005
157,실시간,실시간,False,1,조성물,BT0002
157,디지털,디지털,False,4,컴퓨터,BT0005
158,애플리케이션,애플리케이션,False,4,컴퓨터,BT0005
158,에너지,에너지,False,0,에너지,BT0001
160,플레이트,플레이트,False,1,조성물,BT0002
160,디스플레이,디스플레이,False,1,조성물,BT0002
160,커넥터,커넥터,False,8,케이블,BT0009
162,아크릴,아크릴,False,1,조성물,BT0002
162,화학식,화학식,False,10,리튬,BT0011
162,조성물,조성물,False,1,조성물,BT0002
163,정전기 방전,정전기 방전,False,1,조성물,BT0002
163,트랜지스터,트랜지스터,False,5,반도체,BT0006
163,이벤트,이벤트,False,1,조성물,BT0002
164,디스플레이,디스플레이,False,1,조성물,BT0002
164,프로세서,프로세서,False,1,조성물,BT0002
164,메모리,메모리,False,3,메모리,BT0004
165,매트릭스,매트릭스,False,1,조성물,BT0002
168,카메라,카메라,False,7,이미지,BT0008
169,전해질,전해질,False,1,조성물,BT0002
169,화학식,화학식,False,10,리튬,BT0011
169,탄소,탄소,False,23,탄소,BT0024
169,조성물,조성물,False,1,조성물,BT0002
169,리튬,리튬,False,10,리튬,BT0011
170,케이블,케이블,False,8,케이블,BT0009
171,포인트,포인트,False,1,조성물,BT0002
173,카메라,카메라,False,7,이미지,BT0008
174,윤활유,윤활유,False,1,조성물,BT0002
174,윤활유 조성물,윤활유 조성물,False,1,조성물,BT0002
174,조성물,조성물,False,1,조성물,BT0002
174,윤활유 조성,윤활유 조성,False,1,조성물,BT0002
175,플라즈마,플라즈마,False,1,조성물,BT0002
177,플라즈마,플라즈마,False,1,조성물,BT0002
178,억제제,억제제,False,1,조성물,BT0002
178,조성물,조성물,False,1,조성물,BT0002
179,트레이,트레이,False,1,조성물,BT0002
180,음극,음극,False,1,조성물,BT0002
180,복합체,복합체,False,1,조성물,BT0002
180,탄소,탄소,False,23,탄소,BT0024
180,리튬,리튬,False,10,리튬,BT0011
180,실리콘,실리콘,False,5,반도체,BT0006
183,포인트,포인트,False,1,조성물,BT0002
184,촉매,촉매,False,1,조성물,BT0002
184,산화물,산화물,False,10,리튬,BT0011
185,지지대,지지대,False,1,조성물,BT0002
186,게이트,게이트,False,1,조성물,BT0002
186,알루미늄,알루미늄,False,10,리튬,BT0011
186,반도체 장치,반도체 장치,False,5,반도체,BT0006
186,반도체,반도체,False,5,반도체,BT0006
186,실리콘,실리콘,False,5,반도체,BT0006
187,텍스트,텍스트,False,1,조성물,BT0002
187,사용자 단말,사용자 단말,False,1,조성물,BT0002
187,이미지,이미지,False,7,이미지,BT0008
188,반도체,반도체,False,5,반도체,BT0006
192,레이트,레이트,False,24,레이트,BT0025
194,어셈블리,어셈블리,False,1,조성물,BT0002
195,컴퓨팅,컴퓨팅,False,4,컴퓨터,BT0005
196,와이어,와이어,False,1,조성물,BT0002
196,카메라,카메라,False,7,이미지,BT0008
197,레이저,레이저,False,9,레이저,BT0010
197,실시간,실시간,False,1,조성물,BT0002
198,플레이트,플레이트,False,1,조성물,BT0002
199,조성물,조성물,False,1,조성물,BT0002
200,프로세서,프로세서,False,1,조성물,BT0002
200,카메라,카메라,False,7,이미지,BT0008
201,플레이트,플레이트,False,1,조성물,BT0002
201,단섬유,단섬유,False,8,케이블,BT0009
202,레이저,레이저,False,9,레이저,BT0010
203,유전자,유전자,False,21,유전자,BT0022
204,라이트,라이트,False,1,조성물,BT0002
204,이미지,이미지,False,7,이미지,BT0008
205,케이블,케이블,False,8,케이블,BT0009
207,텍스트,텍스트,False,1,조성물,BT0002
207,가전제품,가전제품,False,1,조성물,BT0002
210,에너지,에너지,False,0,에너지,BT0001
211,아크릴,아크릴,False,1,조성물,BT0002
211,방향족,방향족,False,1,조성물,BT0002
211,레이트,레이트,False,24,레이트,BT0025
211,조성물,조성물,False,1,조성물,BT0002
212,조성물,조성물,False,1,조성물,BT0002
215,와이어,와이어,False,1,조성물,BT0002
216,디스플레이,디스플레이,False,1,조성물,BT0002
216,프로세서,프로세서,False,1,조성물,BT0002
218,프로세서,프로세서,False,1,조성물,BT0002
220,디스플레이,디스플레이,False,1,조성물,BT0002
220,카메라,카메라,False,7,이미지,BT0008
220,이미지,이미지,False,7,이미지,BT0008
221,프로세서,프로세서,False,1,조성물,BT0002
221,메모리,메모리,False,3,메모리,BT0004
221,컴퓨팅,컴퓨팅,False,4,컴퓨터,BT0005
223,사용자 단말,사용자 단말,False,1,조성물,BT0002
223,스마트,스마트,False,1,조성물,BT0002
226,자동차,자동차,False,26,자동차,BT0027
229,테스트,테스트,False,11,테스트,BT0012
230,카메라,카메라,False,7,이미지,BT0008
231,지지대,지지대,False,1,조성물,BT0002
232,탄소,탄소,False,23,탄소,BT0024
232,조성물,조성물,False,1,조성물,BT0002
232,프로세스,프로세스,False,1,조성물,BT0002
232,반도체 장치,반도체 장치,False,5,반도체,BT0006
232,반도체,반도체,False,5,반도체,BT0006
234,디스플레이,디스플레이,False,1,조성물,BT0002
235,라이트,라이트,False,1,조성물,BT0002
236,에너지,에너지,False,0,에너지,BT0001
236,배터리,배터리,False,16,배터리,BT0017
237,자동차,자동차,False,26,자동차,BT0027
237,플라스틱,플라스틱,False,2,접착제,BT0003
240,조성물,조성물,False,1,조성물,BT0002
242,지지대,지지대,False,1,조성물,BT0002
243,에너지,에너지,False,0,에너지,BT0001
244,게이트,게이트,False,1,조성물,BT0002
244,이벤트,이벤트,False,1,조성물,BT0002
245,트레이,트레이,False,1,조성물,BT0002
246,자외선,자외선,False,9,레이저,BT0010
246,반도체,반도체,False,5,반도체,BT0006
248,이미지 센서,이미지 센서,False,7,이미지,BT0008
248,디스플레이,디스플레이,False,1,조성물,BT0002
248,이미지,이미지,False,7,이미지,BT0008
248,프로세서,프로세서,False,1,조성물,BT0002
248,메모리,메모리,False,3,메모리,BT0004
252,초음파 발생,초음파 발생,False,27,오디오,BT0028
252,초음파,초음파,False,1,조성물,BT0002
254,스펜서,스펜서,False,1,조성물,BT0002
254,플라스틱,플라스틱,False,2,접착제,BT0003
256,초음파 발생,초음파 발생,False,27,오디오,BT0028
256,초음파,초음파,False,1,조성물,BT0002
257,중합체,중합체,False,1,조성물,BT0002
258,그리퍼,그리퍼,False,1,조성물,BT0002
261,촉매,촉매,False,1,조성물,BT0002
261,복합체,복합체,False,1,조성물,BT0002
264,촉매,촉매,False,1,조성물,BT0002
264,플라즈마,플라즈마,False,1,조성물,BT0002
264,모니터링,모니터링,False,18,모니터링,BT0019
265,지지대,지지대,False,1,조성물,BT0002
266,플라스틱,플라스틱,False,2,접착제,BT0003
269,자동차,자동차,False,26,자동차,BT0027
269,배터리,배터리,False,16,배터리,BT0017
270,카메라,카메라,False,7,이미지,BT0008
271,촉매,촉매,False,1,조성물,BT0002
271,탄소,탄소,False,23,탄소,BT0024
273,프로세서,프로세서,False,1,조성물,BT0002
274,케이블,케이블,False,8,케이블,BT0009
276,컴퓨터 프로그램,컴퓨터 프로그램,False,4,컴퓨터,BT0005
276,프로그램 제품,프로그램 제품,False,4,컴퓨터,BT0005
276,컴퓨터 판독,컴퓨터 판독,False,4,컴퓨터,BT0005
276,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
277,방사선,방사선,False,9,레이저,BT0010
279,스마트,스마트,False,1,조성물,BT0002
281,스테이션,스테이션,False,1,조성물,BT0002
281,트레이,트레이,False,1,조성물,BT0002
281,메탄올,메탄올,False,19,메탄올,BT0020
284,에너지 발생,에너지 발생,False,0,에너지,BT0001
284,RF 에너지,RF 에너지,False,0,에너지,BT0001
284,에너지,에너지,False,0,에너지,BT0001
285,청정기,청정기,False,1,조성물,BT0002
286,방사선,방사선,False,9,레이저,BT0010
287,조성물,조성물,False,1,조성물,BT0002
287,포토레지스트,포토레지스트,False,1,조성물,BT0002
287,자외선,자외선,False,9,레이저,BT0010
287,반도체,반도체,False,5,반도체,BT0006
287,포토레지스트 조성물,포토레지스트 조성물,False,22,포토레지스트 조성물,BT0023
289,와이어,와이어,False,1,조성물,BT0002
290,레이트,레이트,False,24,레이트,BT0025
292,방사선,방사선,False,9,레이저,BT0010
293,조성물,조성물,False,1,조성물,BT0002
294,카운터,카운터,False,1,조성물,BT0002
296,메모리,메모리,False,3,메모리,BT0004
298,레이저,레이저,False,9,레이저,BT0010
303,스테이션,스테이션,False,1,조성물,BT0002
306,프로세서,프로세서,False,1,조성물,BT0002
306,메모리,메모리,False,3,메모리,BT0004
306,프로세스,프로세스,False,1,조성물,BT0002
306,이미지,이미지,False,7,이미지,BT0008
307,주파수,주파수,False,1,조성물,BT0002
308,열처리,열처리,False,0,에너지,BT0001
309,방사선,방사선,False,9,레이저,BT0010
310,플레이트,플레이트,False,1,조성물,BT0002
310,레독스,레독스,False,1,조성물,BT0002
310,배터리,배터리,False,16,배터리,BT0017
311,에너지,에너지,False,0,에너지,BT0001
311,중합체,중합체,False,1,조성물,BT0002
311,혼합물,혼합물,False,1,조성물,BT0002
312,프로세서,프로세서,False,1,조성물,BT0002
312,메모리,메모리,False,3,메모리,BT0004
312,카메라,카메라,False,7,이미지,BT0008
312,이미지,이미지,False,7,이미지,BT0008
314,인서트,인서트,False,1,조성물,BT0002
315,매트릭스,매트릭스,False,1,조성물,BT0002
316,화학식,화학식,False,10,리튬,BT0011
317,사용자 단말,사용자 단말,False,1,조성물,BT0002
317,데이터 유닛,데이터 유닛,False,15,데이터 유닛,BT0016
318,조성물,조성물,False,1,조성물,BT0002
319,백라이트,백라이트,False,1,조성물,BT0002
319,자외선,자외선,False,9,레이저,BT0010
320,나트륨 이온,나트륨 이온,False,10,리튬,BT0011
321,HARQ,HARQ,False,13,HARQ,BT0014
321,ACK,ACK,False,25,ACK,BT0026
321,레이트,레이트,False,24,레이트,BT0025
321,인코딩,인코딩,False,3,메모리,BT0004
321,CSI,CSI,False,6,CSI,BT0007
323,이미지,이미지,False,7,이미지,BT0008
323,실시간,실시간,False,1,조성물,BT0002
324,방향족,방향족,False,1,조성물,BT0002
324,탄소,탄소,False,23,탄소,BT0024
324,조성물,조성물,False,1,조성물,BT0002
328,억제제,억제제,False,1,조성물,BT0002
328,단백질,단백질,False,14,단백질,BT0015
328,조성물,조성물,False,1,조성물,BT0002
329,컴퓨터 프로그램,컴퓨터 프로그램,False,4,컴퓨터,BT0005
329,프로그램 제품,프로그램 제품,False,4,컴퓨터,BT0005
329,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
329,에너지,에너지,False,0,에너지,BT0001
329,레이저,레이저,False,9,레이저,BT0010
329,파라미터,파라미터,False,1,조성물,BT0002
331,방향족,방향족,False,1,조성물,BT0002
331,전해질,전해질,False,1,조성물,BT0002
331,조성물,조성물,False,1,조성물,BT0002
331,주파수,주파수,False,1,조성물,BT0002
332,플라즈마,플라즈마,False,1,조성물,BT0002
332,반도체,반도체,False,5,반도체,BT0006
333,단백질,단백질,False,14,단백질,BT0015
333,유전자,유전자,False,21,유전자,BT0022
334,중합체,중합체,False,1,조성물,BT0002
334,혼합물,혼합물,False,1,조성물,BT0002
334,조성물,조성물,False,1,조성물,BT0002
334,포토레지스트,포토레지스트,False,1,조성물,BT0002
334,포토레지스트 조성물,포토레지스트 조성물,False,22,포토레지스트 조성물,BT0023
335,이미지,이미지,False,7,이미지,BT0008
336,에너지,에너지,False,0,에너지,BT0001
336,전해질,전해질,False,1,조성물,BT0002
336,레독스,레독스,False,1,조성물,BT0002
336,배터리,배터리,False,16,배터리,BT0017
341,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
341,컴퓨터 구현,컴퓨터 구현,False,4,컴퓨터,BT0005
342,자외선,자외선,False,9,레이저,BT0010
342,조성물,조성물,False,1,조성물,BT0002
343,억제제,억제제,False,1,조성물,BT0002
344,컴퓨터 프로그램,컴퓨터 프로그램,False,4,컴퓨터,BT0005
344,프로그램 제품,프로그램 제품,False,4,컴퓨터,BT0005
344,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
345,오디오,오디오,False,27,오디오,BT0028
345,비디오,비디오,False,7,이미지,BT0008
345,프로세스,프로세스,False,1,조성물,BT0002
345,스트림,스트림,False,1,조성물,BT0002
345,실시간,실시간,False,1,조성물,BT0002
346,알루미늄,알루미늄,False,10,리튬,BT0011
346,알루미늄 합금,알루미늄 합금,False,10,리튬,BT0011
346,양극,양극,False,1,조성물,BT0002
347,알루미늄,알루미늄,False,10,리튬,BT0011
347,열처리,열처리,False,0,에너지,BT0001
347,리튬,리튬,False,10,리튬,BT0011
348,스트림,스트림,False,1,조성물,BT0002
348,프로세서,프로세서,False,1,조성물,BT0002
349,메모리,메모리,False,3,메모리,BT0004
349,프로세스,프로세스,False,1,조성물,BT0002
350,혼합물,혼합물,False,1,조성물,BT0002
351,파라미터,파라미터,False,1,조성물,BT0002
352,나트륨 이온,나트륨 이온,False,10,리튬,BT0011
352,리튬,리튬,False,10,리튬,BT0011
352,배터리,배터리,False,16,배터리,BT0017
353,HARQ,HARQ,False,13,HARQ,BT0014
353,ACK,ACK,False,25,ACK,BT0026
354,업데이트,업데이트,False,1,조성물,BT0002
355,PDCCH,PDCCH,False,17,PDCCH,BT0018
355,주파수,주파수,False,1,조성물,BT0002
355,CSI,CSI,False,6,CSI,BT0007
356,방향족,방향족,False,1,조성물,BT0002
357,단말기,단말기,False,1,조성물,BT0002
357,트레이,트레이,False,1,조성물,BT0002
357,이미지 센서,이미지 센서,False,7,이미지,BT0008
357,이미지,이미지,False,7,이미지,BT0008
358,배터리,배터리,False,16,배터리,BT0017
359,게이트,게이트,False,1,조성물,BT0002
359,트랜지스터,트랜지스터,False,5,반도체,BT0006
360,에너지,에너지,False,0,에너지,BT0001
364,사용자 단말,사용자 단말,False,1,조성물,BT0002
